mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
201636,36,2016-09-04,2016-09-10,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-09-06
201651,51,2016-12-18,2016-12-24,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,65+,0.01,2024-12-21
202009,9,2020-02-23,2020-02-29,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,18_44,0.04,2025-03-01
201741,41,2017-10-08,2017-10-14,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-10-12
201632,32,2016-08-07,2016-08-13,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-09
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-12-28
202149,49,2021-12-05,2021-12-11,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.06,2024-12-07
202332,32,2023-08-06,2023-08-12,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,05_17,0.01,2025-08-09
202114,14,2021-04-04,2021-04-10,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-04-05
201943,43,2019-10-20,2019-10-26,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.04,2024-10-26
202213,13,2022-03-27,2022-04-02,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2025-03-29
201937,37,2019-09-08,2019-09-14,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.07,2025-09-13
202015,15,2020-04-05,2020-04-11,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.04,2025-04-12
201743,43,2017-10-22,2017-10-28,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.1,2024-10-26
202007,7,2020-02-09,2020-02-15,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,All,All,0.18,2025-02-15
202334,34,2023-08-20,2023-08-26,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-08-23
202407,7,2024-02-11,2024-02-17,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-02-15
201814,14,2018-04-01,2018-04-07,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.08,2025-04-05
202350,50,2023-12-10,2023-12-16,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2024-12-14
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.03,2024-11-09
202302,2,2023-01-08,2023-01-14,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2025-01-11
202113,13,2021-03-28,2021-04-03,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.06,2025-03-29
201941,41,2019-10-06,2019-10-12,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-12
202338,38,2023-09-17,2023-09-23,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.14,2025-09-20
202320,20,2023-05-14,2023-05-20,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.07,2025-05-17
202311,11,2023-03-12,2023-03-18,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.02,2025-03-15
201612,12,2016-03-20,2016-03-26,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.03,2025-03-22
202152,52,2021-12-26,2022-01-01,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.03,2024-12-28
201644,44,2016-10-30,2016-11-05,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.07,2024-11-02
201637,37,2016-09-11,2016-09-17,2015-2016,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.04,2025-09-13
201911,11,2019-03-10,2019-03-16,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.36,2025-03-15
201930,30,2019-07-21,2019-07-27,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.05,2025-07-26
202426,26,2024-06-23,2024-06-29,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.01,2025-06-28
202150,50,2021-12-12,2021-12-18,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.14,2024-12-14
202136,36,2021-09-05,2021-09-11,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.08,2025-09-06
202435,35,2024-08-25,2024-08-31,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.09,2025-08-30
201713,13,2017-03-26,2017-04-01,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.03,2025-03-29
202314,14,2023-04-02,2023-04-08,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-04-05
201547,47,2015-11-22,2015-11-28,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.21,2024-11-23
201905,5,2019-01-27,2019-02-02,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.05,2025-02-01
201912,12,2019-03-17,2019-03-23,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,18_44,0.01,2025-03-22
202202,2,2022-01-09,2022-01-15,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.26,2025-01-11
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2024-11-09
202136,36,2021-09-05,2021-09-11,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-09-06
202101,1,2021-01-03,2021-01-09,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-01-04
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,00_04,0.01,2025-01-11
202435,35,2024-08-25,2024-08-31,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-08-30
201808,8,2018-02-18,2018-02-24,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.18,2025-02-22
202344,44,2023-10-29,2023-11-04,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.19,2024-11-02
201851,51,2018-12-16,2018-12-22,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.13,2024-12-21
201917,17,2019-04-21,2019-04-27,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2025-04-26
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.37,2024-12-28
202346,46,2023-11-12,2023-11-18,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.01,2024-11-16
202115,15,2021-04-11,2021-04-17,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-04-12
202241,41,2022-10-09,2022-10-15,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Age Group,00_04,0.09,2024-10-12
202043,43,2020-10-18,2020-10-24,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.04,2024-10-26
201606,6,2016-02-07,2016-02-13,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.06,2025-02-08
201944,44,2019-10-27,2019-11-02,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.11,2024-11-02
201706,6,2017-02-05,2017-02-11,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.08,2025-02-08
202221,21,2022-05-22,2022-05-28,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-05-24
201815,15,2018-04-08,2018-04-14,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.1,2025-04-12
201623,23,2016-06-05,2016-06-11,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-06-07
202104,4,2021-01-24,2021-01-30,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.07,2025-01-25
201605,5,2016-01-31,2016-02-06,2015-2016,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-02-01
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.03,2025-05-24
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-12-21
202238,38,2022-09-18,2022-09-24,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-09-20
201948,48,2019-11-24,2019-11-30,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.22,2024-11-30
201905,5,2019-01-27,2019-02-02,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.05,2025-02-01
201540,40,2015-10-04,2015-10-10,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.08,2024-10-05
202250,50,2022-12-11,2022-12-17,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,05_17,0.01,2024-12-14
202243,43,2022-10-23,2022-10-29,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-10-26
202333,33,2023-08-13,2023-08-19,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.05,2025-08-16
201945,45,2019-11-03,2019-11-09,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,00_04,0.01,2024-11-09
202128,28,2021-07-11,2021-07-17,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.05,2025-07-12
201602,2,2016-01-10,2016-01-16,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2025-01-11
202204,4,2022-01-23,2022-01-29,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-01-25
202117,17,2021-04-25,2021-05-01,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.04,2025-04-26
202250,50,2022-12-11,2022-12-17,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,All,All,0.03,2024-12-14
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.23,2024-11-09
202035,35,2020-08-23,2020-08-29,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-08-30
202117,17,2021-04-25,2021-05-01,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.12,2025-04-26
202002,2,2020-01-05,2020-01-11,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.15,2025-01-11
201615,15,2016-04-10,2016-04-16,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.08,2025-04-12
202013,13,2020-03-22,2020-03-28,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.23,2025-03-29
202411,11,2024-03-10,2024-03-16,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-15
202331,31,2023-07-30,2023-08-05,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.06,2025-08-02
202338,38,2023-09-17,2023-09-23,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.05,2025-09-20
201706,6,2017-02-05,2017-02-11,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.03,2025-02-08
202150,50,2021-12-12,2021-12-18,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.17,2024-12-14
201720,20,2017-05-14,2017-05-20,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.1,2025-05-17
201913,13,2019-03-24,2019-03-30,2018-2019,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2025-03-29
202139,39,2021-09-26,2021-10-02,2020-2021,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-09-27
202017,17,2020-04-19,2020-04-25,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.19,2025-04-26
202231,31,2022-07-31,2022-08-06,2021-2022,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.01,2025-08-02
202316,16,2023-04-16,2023-04-22,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.03,2025-04-19
202039,39,2020-09-20,2020-09-26,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.08,2025-09-27
202409,9,2024-02-25,2024-03-02,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.01,2025-03-01
202308,8,2023-02-19,2023-02-25,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.03,2025-02-22
202101,1,2021-01-03,2021-01-09,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.17,2025-01-04
201548,48,2015-11-29,2015-12-05,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2024-11-30
201603,3,2016-01-17,2016-01-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.11,2025-01-18
202117,17,2021-04-25,2021-05-01,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-04-26
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,18_44,0.02,2024-11-09
201609,9,2016-02-28,2016-03-05,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-03-01
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-05-24
202345,45,2023-11-05,2023-11-11,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-11-09
201627,27,2016-07-03,2016-07-09,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.03,2025-07-05
201912,12,2019-03-17,2019-03-23,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.03,2025-03-22
202241,41,2022-10-09,2022-10-15,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.14,2024-10-12
201807,7,2018-02-11,2018-02-17,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.08,2025-02-15
202409,9,2024-02-25,2024-03-02,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2025-03-01
202218,18,2022-05-01,2022-05-07,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,All,All,0.02,2025-05-03
202202,2,2022-01-09,2022-01-15,2021-2022,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-01-11
202251,51,2022-12-18,2022-12-24,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,05_17,0.03,2024-12-21
202111,11,2021-03-14,2021-03-20,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Black Non-Hispanic,0.03,2025-03-15
202120,20,2021-05-16,2021-05-22,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.02,2025-05-17
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.19,2024-11-09
201629,29,2016-07-17,2016-07-23,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-07-19
202032,32,2020-08-02,2020-08-08,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-08-09
202436,36,2024-09-01,2024-09-07,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-09-06
202227,27,2022-07-03,2022-07-09,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.05,2025-07-05
202439,39,2024-09-22,2024-09-28,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.1,2025-09-27
201909,9,2019-02-24,2019-03-02,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,45_64,0.01,2025-03-01
202022,22,2020-05-24,2020-05-30,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,18_44,0.01,2025-05-31
202124,24,2021-06-13,2021-06-19,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.07,2025-06-14
201916,16,2019-04-14,2019-04-20,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.18,2025-04-19
202347,47,2023-11-19,2023-11-25,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2024-11-23
201914,14,2019-03-31,2019-04-06,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.04,2025-04-05
202344,44,2023-10-29,2023-11-04,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.07,2024-11-02
201840,40,2018-09-30,2018-10-06,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2024-10-05
202403,3,2024-01-14,2024-01-20,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,All,All,0.02,2025-01-18
201734,34,2017-08-20,2017-08-26,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-08-23
202250,50,2022-12-11,2022-12-17,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,All,All,0.05,2024-12-14
202411,11,2024-03-10,2024-03-16,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-03-15
202117,17,2021-04-25,2021-05-01,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.05,2025-04-26
202244,44,2022-10-30,2022-11-05,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Admissions,All,All,0.01,2024-11-02
201736,36,2017-09-03,2017-09-09,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.07,2025-09-06
202430,30,2024-07-21,2024-07-27,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2025-07-26
201930,30,2019-07-21,2019-07-27,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.04,2025-07-26
202033,33,2020-08-09,2020-08-15,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.02,2025-08-16
202106,6,2021-02-07,2021-02-13,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.04,2025-02-08
201805,5,2018-01-28,2018-02-03,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.05,2025-02-01
201912,12,2019-03-17,2019-03-23,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.15,2025-03-22
202346,46,2023-11-12,2023-11-18,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2024-11-16
202111,11,2021-03-14,2021-03-20,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2025-03-15
201903,3,2019-01-13,2019-01-19,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.11,2025-01-18
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.03,2024-12-21
202431,31,2024-07-28,2024-08-03,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-08-02
202150,50,2021-12-12,2021-12-18,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,00_04,0.05,2024-12-14
202412,12,2024-03-17,2024-03-23,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2025-03-22
202222,22,2022-05-29,2022-06-04,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.02,2025-05-31
202316,16,2023-04-16,2023-04-22,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-04-19
202346,46,2023-11-12,2023-11-18,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.16,2024-11-16
202116,16,2021-04-18,2021-04-24,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.1,2025-04-19
202050,50,2020-12-06,2020-12-12,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2024-12-14
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2024-11-09
202024,24,2020-06-07,2020-06-13,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,All,All,0.13,2025-06-14
202140,40,2021-10-03,2021-10-09,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02,2024-10-05
